kernel_generator,target_edge_id,target_source_chart,target_target_chart,changed_factor,source_chart,pulled_back_H_transition,numerator_homogeneous_Z_X_Y,denominator_homogeneous_Z_X_Y,numerator_in_source_frame,denominator_in_source_frame
0,4,C0001,C1001,0,C1100,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,4,C0001,C1001,0,C1101,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,4,C0001,C1001,0,C1110,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,4,C0001,C1001,0,C1111,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C0000,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C0001,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C0010,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C0011,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C0100,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C0101,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C0110,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C0111,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C1000,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C1001,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C1010,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C1011,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C1100,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C1101,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C1110,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,5,C0001,C0101,1,C1111,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C0000,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C0001,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C0010,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C0011,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C0100,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C0101,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C0110,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C0111,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C1000,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C1001,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C1010,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C1011,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C1100,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C1101,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C1110,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,6,C0001,C0011,2,C1111,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C0000,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C0001,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C0010,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C0011,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C0100,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C0101,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C0110,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C0111,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C1000,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C1001,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C1010,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C1011,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C1100,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C1101,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C1110,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,7,C0010,C1010,0,C1111,k^*(Y/Z)=L_Y/L_Z,"[28, 0, 1]","[1, 0, 1]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C0000,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C0001,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C0010,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C0011,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C0100,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C0101,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C0110,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C0111,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C1000,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C1001,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C1010,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C1011,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""y"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C1100,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C1101,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C1110,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,8,C0010,C0110,1,C1111,k^*(Y/Z)=L_Y/L_Z,"[0, 0, 1]","[1, 0, 0]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}]"
0,9,C0010,C0011,3,C0000,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C0001,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C0010,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C0011,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C0100,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C0101,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C0110,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C0111,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C1000,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C1001,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C1010,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C1011,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""y^-1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x*y^-1"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""1"", ""coefficient_mod_31"": 14}]"
0,9,C0010,C0011,3,C1100,k^*(Y/Z)=L_Y/L_Z,"[11, 28, 30]","[1, 20, 14]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 11}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 28}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 30}]","[{""basis_monomial"": ""1"", ""coefficient_mod_31"": 1}, {""basis_monomial"": ""x"", ""coefficient_mod_31"": 20}, {""basis_monomial"": ""y"", ""coefficient_mod_31"": 14}]"
